How did serfdom develop in and then leave Russia ?	1
What was the name of Betty Boop 's dog ?	2
What fraction of a beaver 's life is spent swimming ?	4
What was the Bridge of San Luis Rey made of ?	2
What do economists do ?	1
What country has the largest sheep population ?	3
What do I need to do to take my dog with me to live in Dominica , West Indies for a year ?	1
What country is the world 's largest importer of cognac ?	3
How many years is Johnnie Walker Black Label aged ?	4
What does SIDS stand for ?	2
What is Grenada 's main commodity export ?	2
How much would a black-and-white 1-cent stamp be worth , Thomas Jefferson on it , ?	4
What makes a clitoris sensitive ?	1
What country has the most time zones , with 11 ?	3
What `` magic '' does Mandrake employ ?	2
Who is the president of Stanford University ?	2
Whose first presidential order was : `` Let 's get this goddamn thing airborne '' ?	2
What was introduced commercially by Bayer A.G. of Leverkusen , in 1899 ?	2
What city is Logan Airport in ?	3
What is a nanometer ?	1
How many innings are there in a regulation softball game ?	4
When did CNN go on the air ?	4
What is the largest city on the Great Lakes ?	3
What is the telephone number for the University of Kentucky ?	4
Who invented baseball ?	2
How many wives did Brigham Young have ?	4
What product on the market is good for hiding facial scars ?	2
How long is the Coney Island boardwalk ?	4
What city gained renown for its pea-soup fogs ?	3
What does `` Janelle '' mean ?	1
How do I get another city 's newspaper ?	1
Name a movie about the Sioux Indians starring Kevin Costner .	2
Who was shot in the back during a Poker game in Deadwood , the Dakota territory ?	2
What are the distinct physical characterstics of the Arabian horse ?	1
What is a fear of thunder ?	2
What animal has killed the most people ?	2
How many colleges are in Wyoming ?	4
What Russian seaport has a name meaning `` Lord of the East '' ?	3
Where can stocks be traded on-line ?	3
When was the Battle of Hastings ?	4
What kind of file has the extension .dbf ?	2
When did Muhammad live ?	4
What then-derogatory term was applied to the painters Monet , Sisley , Pissarro , Renoir and Degas ?	2
What is a wop ?	1
Where do rocks come from ?	1
How do I stop background noise in a car stereo ?	1
Where do people mountain climb in Nepal ?	3
What is the best college in the country ?	2
What is viscosity ?	1
What was the name of the sitcom that Alyssa Milano starred in with Tony Danza ?	2
What are the Nordic nations ?	3
Where on the Internet can I get information about the Fifth Amendment on the American Bill of Rights ?	3
What U.S. state borders Illinois to the north ?	3
Name a film in which Jude Law acted .	2
What is the temperature for baking Peachy Oat Muffins ?	4
What is a fear of bees ?	2
What Vladimir Nabokov novel features Professor Humbert in love with a 12-year-old girl ?	2
What is a green bog ?	1
Where did the myth of Santa Claus originate ?	3
What does a chairbound basophobic fear ?	2
What city is served by Logan International Airport ?	3
What wrestling star became `` The Incredible Hulk '' ?	2
What attracts tourists to Reims ?	3
What game do Steve McQueen and Edward G. Robinson play in The Cincinnati Kid ?	2
What fastener did Whitcomb Judson patent in 1893 ?	2
What 's an auberge in France ?	1
Who was the star of the 1965 Broadway hit Golden Boy ?	2
Where is Procter & Gamble based in the U.S. ?	3
What army was founded by William Booth and his wife Catherine ?	2
What does ribavirin consist of ?	2
Name the soft drink that is `` number one in the sun . ''	2
What is the web address of the list of e-mail addresses of members of the House of Representatives ?	3
What was her real name ?	2
Why are the ears your center of balance ?	1
Who invented the toothbrush ?	2
What was the name of that popular song the Creeps sang ?	2
Where is the Abominable Snowman said to wander ?	3
What is a fear of being alone ?	2
How many dots make up the symbol for `` because '' ?	4
What do you get by adding Lactobacillus bulgaricus to milk ?	2
When reading classified ads , what does EENTY : other stand for ?	2
How many hearts does an octopus have ?	4
What plant has the largest seed ?	2
What was the only country you were allowed to drive into Israel from in 1979 ?	3
What 's approaching when a cyclist shouts : `` Oil '' ?	2
What baseball star turned down a $1 , 000-a-year contract because he felt he had n't earned it ?	2
What kind of sport is often associated with hooligans ?	2
What video game hero do some of his fans call Chomper ?	2
How many holes are there in a tenpin bowling ball ?	4
What is the longest word in the English language ?	2
In What city or state do the most gay men live in ?	3
What TV comediennes 's characters include former movie star Nora Desmond , secretary Mrs. Wiggins and a housewife named Eunice ?	2
What is `` the bear of beers '' ?	2
Name the operating system that runs on IBM-compatible machines .	2
What does the name `` Justin '' mean ?	1
What percentage of the body is muscle ?	4
What color of dry wine should be served with veal roasts and chops ?	2
What is a golf ball made of ?	2
What is the Amish religion ?	1
What does an average daycare provider get paid in New England ?	4
What was the name of the 187s Irish terrorist group in Pennsylvania mining areas ?	2
Who played the Ringo Kid in the 1939 film Stagecoach ?	2
Who died 1 feet from where John F. Kennedy did ?	2
What is the `` coppertop '' battery ?	1
What sign is The Water Carrier the zodiacal symbol for ?	2
What animals do you find in the stock market ?	2
What is color ?	1
When is the site www.questions.com going to open ?	4
What did Shostakovich write for Rostropovich ?	2
What first name was Nipsy Russell given at birth ?	2
How can I get some free technical information on Electric Vehicle ?	1
Who is the youngest of the Beatles ?	2
How did shipyard inspector James J. Kilroy designate equipment as being satisfactory ?	1
What is a Jellicle Cat ?	1
Where can I find the best free evidence for debate about Russia ?	3
What is Bill Gates of Microsoft E-mail address ?	3
What is the second hardest substance ?	2
Why did several San Diego schools stop serving apples to students ?	1
What Russian city boasts the Hermitage Museum ?	3
When is Bastille Day ?	4
What makes a tornado turn ?	1
How many shots can a stock M16 hold ?	4
What two colors are you blind to if you suffer from protanopia ?	2
Why do n't you guys have some sort of contest where you ask a question and whoever finds the answers wins a prize ?	1
Who is Coronado ?	2
What was the name of the movie that starred Sharon Stone and Arnold Schwarzenegger ?	2
What is artificial intelligence ?	1
What do flatfish eat ?	2
Who was the first Holy Roman Emperor ?	2
What can I use to remove the stubborn gummed labels from some diskettes ?	2
What day of the week sees the most fatal car accidents ?	4
What is the origin of the word , magic ?	1
What sport do you shag flies in ?	2
What is white chocolate ?	1
Where is Trinidad ?	3
Name the organization that is presided by a Security Council .	2
Who graced the airwaves with such pearls as `` Do ya lo-o-ove me ? Get naked , baby ! '' ?	2
What kind of wine is Spumante ?	2
Who portrayed portly criminologist Carl Hyatt on Checkmate ?	2
How do you say I love you in Spanish ?	2
What does the name Gina mean ?	1
What is the most advanced handheld calculator in the world ?	2
How fast is light ?	4
What is the belt of low pressure around the equator called ?	2
What are shooting stars ?	1
Whom did the Chicago Bulls beat in the 1993 championship ?	2
When was the first American encyclopedia published ?	4
What 's the tallest building in New York City ?	3
How is Easter Sunday 's date determined ?	1
What is the Motto for the State of Maryland ?	1
Who is Desmond Tutu ?	2
Where can I find information on the Narragansett Indians and other tribes in Rhode Island ?	3
Name a tiger that is extinct .	2
How many quarters equal a pound ?	4
What kind of books does Fodor 's publish ?	2
What are the first names of Rowan and Martin , the stars of TV 's Laugh-In ?	2
What chapter of the Bible has the most verses ?	4
Who is the worst US President ever ?	2
What Asian leader was known as The Little Brown Saint ?	2
What is the abbreviated expression for the National Bureau of Investigation ?	2
How fast does the fastest car go ?	4
What is the highest mountain in the world ?	3
What arch can you see from the Place de la Concorde ?	3
Who sings the song `` Drink to me with thine eyes '' by Ben Johnson ?	2
How long should a person wash their hands before they are clean ?	4
Which way do you turn your Bic to increase the flame - clockwise or counterclockwise ?	3
Which is the wealthiest country in the world ?	3
How can I find a phone number of someone if I only know their email address ?	1
How can you contact play producers and promoters on-line ?	1
Who is the monarch of the United Kingdom ?	2
What is a fear of passing high objects ?	2
What do players try to do when the music stops in a game of musical chairs ?	1
What are the top ten most common girl names in the US ?	2
Why is black the color of mourning in the West ?	1
What is the rarest coin ?	2
What Judith Rossner novel was made into a film starring Diane Keaton ?	2
Which country is Australia 's largest export market ?	3
Where is the Kentucky Horse Park located ?	3
What is a fear of parasites ?	2
In what Olympic Games did Nadia Comaneci become popular ?	2
Who does data collection in tourism ?	2
What was the name of the daughter of the Virginia chief Powhatan that married John Rolfe ?	2
What is the leading pecan and peanut growing state ?	3
What does a nihilist believe in ?	1
What did Richard Feynman say upon hearing he would receive the Nobel Prize in Physics ?	1
In what sport are these following numbers relevant : 118 , 126 , 134 , 142 , 15 , 158 , 167 , 177 , and 19 ?	2
Who were the four famous founders of United Artists ?	2
What 2 statues did France give to other countries ?	2
What are amphibians ?	1
How many sperm cells are in an average ejaculation ?	4
Name the disposable razor that `` costs about 19 cents . ''	2
How far do you have to run if you hit a home run ?	4
Who was the only U.S. President to wear a Nazi uniform ?	2
Woodrow Wilson served as president of what university ?	2
Where are the tropical rain forest distributions ?	3
What 's the nickname of oddsmaker Jimmy Snyder ?	2
What is the fear of being loved ?	2
What was the number of people that Randy Steven Craft was convicted of killing ?	4
What was Queen Victoria 's title regarding India ?	2
How is a hydrogen bomb different from a nuclear bomb ?	1
How far can a man travel in outer space ?	4
Where was Lincoln assassinated ?	3
What type of food makes you fat ?	2
What is the name of the chronic neurological autoimmune disease which attacks the protein sheath that surrounds nerve cells causing a gradual loss of movement in the body ?	2
What was the U.S. highway death toll in 1969 ?	4
What kind of animals are Dorsets , Lincolns , Oxfords and Southdowns ?	2
What are the shortest and the longest songs ever produced ?	2
What letter is to the right of K on a typewriter keyboard ?	2
What is the origin and the meaning of the name , `` Hajo ? ''	1
What is the plural of gulf ?	2
Whose autobiography is titled Yes I Can ?	2
What year did the United States pass the Copyright law ?	4
What percentage of Americans own their homes ?	4
What 's the first day of the week ?	4
What city was President William McKinley shot in ?	3
What city has the world 's longest subway system ?	3
Who claimed he killed 4 , 280 buffalo as food for the crew building the Kansas Pacific Railway ?	2
What is Bombay duck ?	1
How many degrees cooler is the inside of a cucumber than the air outside ?	4
What double talking `` professor '' holds a doctorate in Nothing ?	2
What are the five most expensive cities in the world ?	3
What 19th-century writer had a country estate on the Hudson dubbed Sunnyside ?	2
How many layers of yellow paint is a Faber Mongol pencil lucky enough to be sprayed with ?	4
What is a virtual IP address ?	1
What was the name of the cook on Rawhide ?	2
What county is Chicago in ?	3
What is the wingspan of a condor ?	4
What facial feature typically contains about 55 hairs ?	1
Who was named Admiral of the Ocean Seas and Viceroy and Governor General of all the islands he might discover , and also granted 10-?? of all profits of his voyage .	2
How can I transport files from one computer to another ?	1
What 's the literary term for a play on words ?	2
What color were their horses ?	2
What does an average daycare provider get paid in New England ?	4
What author landed a 468-pound marlin without harness in the early 193 's ?	2
How many Americans fought for the British in the American Revolution ?	4
What kind of education do I need to become a flight attendant ?	2
What are the two languages of Malta ?	2
How many oceans are there and name them ?	4
What happened during the Blackhawk Indian war of 1832 ?	1
How many pairs of legs does a lobster have ?	4
What does the Latin ante mortem mean ?	1
What does the name Shawn mean ?	1
Where is the Danube ?	3
What lawyer won the largest divorce settlement , $85 million , in U.S. history for Sheika Dena Al-Farri ?	2
What do you call a group of geese ?	2
Who delivered his last newscast on March 6 , 1981 ?	2
How many times has `` Louie , Louie '' been recorded ?	4
How is Answers.com different from KnowPost.com ?	1
What is the longest place name in the U.S. ?	3
What percent liked Thatcher after she had been in power for a decade ?	4
Where does Buzz Aldrin want to build a permanent , manned space station ?	3
What was Mel Gibson 's first movie ?	2
Why was the L.A. office of Shea and Gould closed ?	1
How do I start a bank ?	1
How do Ouija Boards work ?	1
What horse did Zorro ride ?	2
How do you get a broken cork out of a bottle ?	1
Where can I find correct tabs for Third Eye Blind songs ?	3
How do you determine heating requirements for your home ?	1
What former major-league left-handed baseball pitcher was known as `` Space Man '' ?	2
Which hair care product told us `` hate that gray , wash it away '' ?	2
Why did the chicken cross the road ?	1
What was Michelangelo 's last name ?	2
Who is Barbara Jordan ?	2
Who was the Democratic nominee in the American presidential election ?	2
What was Connecticut 's first constitution called ?	2
What historical event happened in Dogtown in 1899 ?	2
What is being done about the millennium bug ?	1
What was the claim to fame of King Camp Gillette ?	1
What is the most common kind of skin cancer in the U.S. ?	2
What is Olestra ?	1
What Asian country has a bill of rights for cows ?	3
How many fingers are used to draw a bow ?	4
What are two plants that clothes are made from ?	2
When was Hurricane Hugo ?	4
What is the most heavily caffeinated soft drink ?	2
What President-to-be was the first member of Congress to enlist following the attack on Pearl Harbor ?	2
What was the price of Varian Associates ' vacuum products division ?	4
When was `` the Great Depression '' ?	4
What language is mostly spoken in Brazil ?	2
What college produced the most winning Super Bowl quarterbacks ?	2
How do you solve `` Rubik 's Cube '' ?	1
What is prepared mustard ?	1
What classical Spanish writer warned : `` All that glitters is not gold '' ?	2
What does `` antidisestablishmentarianism '' mean ?	1
What actor married John F. Kennedy 's sister ?	2
What does a topophobic actor suffer from ?	2
Who fired Maria Ybarra from her position in San Diego council ?	2
The italian artist , Maurizio Pellegrin , is how old ?	4
What type of hunting are retrievers used for ?	2
What is Colin Powell best known for ?	1
Who was the first black golfer to tee off in the Masters ?	2
What city is the setting for Puccini 's opera La Boheme ?	3
What U.S. President showed a fondness for munching on bee pollen bars ?	2
What is measured in curies ?	1
Whose cover is that of an employee of Universal Import and Export ?	2
What former president 's daughter has written a book titled Murder in the White House ?	2
What fictional character is known as the `` melancholy Dane '' ?	2
Italy is the largest producer of what ?	2
What longtime game show host dropped dead while jogging in Central Park in 1984 ?	2
What is the meaning of W.B. Yeat 's poem , `` The Three Hermits ? ''	1
Who were the `` filthiest people alive ? ''	2
What infectious disease is the world 's deadliest ?	2
What is Spumante ?	1
In what year did Ireland elect its first woman president ?	4
What is an isthmus ?	1
What was the name of the orca that died of a fungal infection ?	2
Where is Mozambique located ?	3
What is Mississippi 's state animal ?	2
What 's the origin of the word ` news ' ?	1
What did Dan Aykroyd and John Belushi quit Saturday Night Live to become ?	2
How many months does a normal human pregnancy last ?	4
How do fuel injectors work ?	1
How can your school march in the Macy 's Thanksgiving Parade ?	1
What is the real name of disc jockey `` Wolfman Jack '' ?	2
What Italian liner was hijacked in 1985 ?	2
What city houses the U.S. headquarters of Procter and Gamble ?	3
What soap was touted as being `` for people who like people '' ?	2
How much was the minimum wage in 1991 ?	4
What does NAFTA stand for ?	2
Who invented silly putty ?	2
What new middle school was built in Philadelphia , Pennsylvania last year ?	2
Who patented the first phonograph ?	2
What are some tips for building a fire in a fireplace ?	2
What do manatees eat ?	2
How do you say 2 in Latin ?	2
What were popular songs and types of songs in the 1920s ?	2
How many Vietnamese were there in the Soviet Union ?	4
What is November 's birthstone ?	2
What is a Certified Nurse Midwife ?	1
On average , how many miles are there to the moon ?	4
Who created private detective Philip Marlowe ?	2
What Boris Pasternak book sold 5 , 0 copies to become the fiction best-seller of 1958 ?	2
What is the origin of the expression `` tout de suite '' ?	1
What is the longest English word ?	2
What is the purpose of a car bra ?	1
What is D.B. Cooper known for ?	1
Who is Colin Powell ?	2
What species is a colt ?	2
What is the full name of the PLO ?	2
What is the smallest country in Africa ?	3
Who coined the term NN cyberspace `` in his novel NN Neuromancer '' ?	2
What age followed the Bronze Age ?	2
What is her profession ?	2
What is the full name of the man who invented the multicolored game cube that has 42.3 quintillion potential combinations ?	2
What does the word LASER mean ?	2
What does the name `` Anthony '' mean ?	1
Who was Lauren Bacall 's first husband ?	2
What is a rhomboideus minor ?	1
How many hands does Bjorn Borg use when hitting his forehand ?	4
How many people died on D-Day ?	4
What U.S. Congressman said : `` Keep the faith , baby '' .	2
Who created the character of Scrooge ?	2
What is the student population at the University of Massachusetts in Amherst ?	4
Where is Windsor Castle ?	3
When did the Dow first reach ?	4
Why were people recruited for the Vietnam War ?	1
What party was Winston Churchill a member of ?	2
What American League baseball team 's worst finish between 1926 and 1964 was fourth ?	2
Where can I find the names of all the 15 Pokemon ?	3
What state does Martha Stewart live in ?	3
Which killer whale died at Sea World of a fungal infection ?	2
What are the Benelux countries ?	3
Where 's the Petrified Forest ?	3
What is a language spoken by the Sioux ?	2
Where is Tornado Alley ?	3
Who was the author of `` John Brown 's Body '' ?	2
What American poet wrote : `` Good fences make good neighbors '' ?	2
What state in the U.S. has the most blacks ?	3
Why are electric cars less efficient in the northeast than in California ?	1
What was the occupation of Mandy Rice-Davies ?	2
What is the city in which Maurizio Pellegrin lives called ?	3
Who painted the Sistine Chapel ?	2
Name the various costumed personas of Dr. Henry Pym .	2
What breed of dog was the `` Little Rascals '' dog ?	2
What are the living conditions in Cuba ?	1
What color are school buses ?	2
What is the oldest website on the Internet ?	3
What events happened January 26 , 1978 ?	2
What explorers followed Columbus to the Americas ?	2
Who is actress Goldie Hawn 's current actor boyfriend ?	2
Who banned Peter Rose from baseball for betting on games ?	2
What are the seven virtues ?	1
What other name were the `` Little Rascals '' known as ?	2
When was the San Francisco fire ?	4
What is a fear of food ?	2
How many casinos are in Atlantic City , NJ ?	4
What year did the Vietnam War end ?	4
What are the names of Richard Nixon 's two daughters ?	2
What 's the word for broken glass or sharp rocks embedded in cement on top of a wall ?	2
What is the chromosome number of an elephant ?	4
What organization was founded by the Rev. Jerry Falwell ?	2
What 's the longest river in the world ?	3
Which soft drink does Madonna advertise for ?	2
What company is being bought by Yahoo and how much is the deal worth ?	2
When was Berlin 's Brandenburg gate erected ?	4
How many double-word-score spaces are there on a Scrabble Crossword Game board ?	4
What year did Germany sign its nonaggression pact with the Soviet Union ?	4
What mountain range is traversed by the highest railroad in the world ?	3
Why were the American soldiers in WWI called `` Doughboys ''	1
Who was nicknamed The Little Corporal ?	2
How many CDs has Garth Brooks sold ?	4
Name the vessel used by the Atari Force in the DC comics .	2
Where are the leading medical groups specializing in lung diseases ?	3
How can I find online spelling , and punctuation drills for my 6th grader ?	1
What 's the sacred river of India ?	3
What is Stefan Edberg 's native country ?	3
What is the only gland in humans that can regenerate itself ?	2
How many Gutenberg Bibles are there ?	4
Name the largest country in South America .	3
What astronomical phenomenon takes place in Jan. 1999 ?	2
What information can you get me on Fairground Park in St. Louis	1
What was American folk hero John Chapman 's nickname ?	2
What is the difference between a median and a mean ?	1
What was the top box office movie in April 1998 ?	2
What makes thunder ?	1
What author did photographer Yousuf Karsh call `` the shiest man I ever met '' ?	2
Which is the largest clock , diameter wise , in Europe ?	2
What plant is rum made from ?	2
What country are Godiva chocolates from ?	3
Name the poet of the poem which begins : I do not know much about gods ; but I think that the river Is a strong brown god-sullen , and untamed ?	2
Which condiment was once sold as a patent medicine ?	2
What U.S. state records the least rainfall ?	3
Why did the world enter a global depression in 1929 ?	1
What was archy , and mehitabel ?	1
What Texas city got its name from the Spanish for `` yellow '' ?	3
What are the chemicals used in glowsticks ?	2
What country did the Nile River originate in ?	3
What color are tennis balls ?	2
What barroom judge called himself The Law West of the Pecos ?	2
What excuse did the NATO people give for hitting the Chinese embassy ?	1
Who was President of Costa Rica in 1994 ?	2
What sports event is Meyer Wolfsheim supposed to have fixed in The Great Gatsby ?	2
What country has the best defensive position in the board game Diplomacy ?	3
What two countries share the Khyber Pass ?	3
Who was chairman of the Senate select committee that tried to get to the bottom of Watergate ?	2
What is the origin of the surname of Braun ?	1
What card game has variations called Canfield , Klondike and Spider ?	2
What is Australia Day ?	1
What mammal of North America is the world 's longest-lived for its size ?	2
What was the Chivington Massacre ?	1
What actor starred in 1980 's Blue Lagoon , 1982 's The Pirate Movie and 1983 's A Night in Heaven ?	2
How many home runs did Lou Gehrig have during his career ?	4
In what city is the headquarters of Sinn Fein ?	3
Where can I find information on George Bush ?	3
Who is the voice of Miss Piggy ?	2
What is the dialogue circle in cartoons called ?	2
What does the word camaro mean , from the GM car the Camaro ?	1
Who replaced Bert Parks as the host of The Miss America Pageant ?	2
How many boys play the game in Winslow Homer 's 1872 painting Snap the Whip ?	4
What is the AIM-54C Phoenix ?	1
When are sheep shorn ?	4
What sport is Chris Jogis a top player of ?	2
What 's the second-largest island in the world ?	3
What is the definition of low island ?	1
What century does Captain Video live in ?	4
What types of water pollution are there ?	2
How many astronauts manned each Project Mercury flight ?	4
What soft drink would provide me with the biggest intake of caffeine ?	2
What 's the name of a golf course in Myrtle Beach ?	2
What are some of the significant historical events of the 1990s ?	2
Name the only extant trilogy of classical Greek plays .	2
Where is Logan Airport ?	3
What is the difference between Neoclassical art and Romanticism art ?	1
Who was the first person inducted into the U.S. Swimming Hall of Fame ?	2
What golfer has been called Ohio Fats and Blobbo ?	2
Who murdered Leno and Rosemary LaBianca on August 1	2
What is the average cost for four years of medical school ?	4
What does God create in the first sentence of the Bible ?	2
Which of the following men was not married to Rita Hayworth ?	2
What is the current ticket fare from from Cairo to Barbados ?	4
What does NN O `` mean when used as a prefix in Irish surnames ?	2
How do you find oxidation numbers ?	1
What is the state nickname of Mississippi ?	3
What is Black Hills , South Dakota most famous for ?	1
What 1966 boob tube bomb took astronauts back to prehistoric times ?	2
How many students attend the University of Massachusetts ?	4
Who said , `` I shall return . '' during World War Two ?	2
What holidays are celebrated in Ireland ?	2
Who portrayed Etta Place , companion to Butch Cassidey and the Sundance Kid ?	2
What are the Greek numerals ?	1
What 's the name of the temple that is located near the capital city of Laos ?	3
What is a fear of sleep ?	2
What auto race was Wilbur Reed the first to win three times ?	2
What are the most common breeding birds in the U.S. ?	2
What was organized as a Confederate veterans ' social club in Pulaski , in Tennessee , in 1866 ?	2
How do you look up criminal records on the Internet ?	1
Where is the actress , Marion Davies , buried ?	3
What is an example of an actual case of using the Fourteenth Amendment ?	1
Who was the Charlie perfume woman ?	2
Who portrayed `` Rosanne Rosanna-Dana '' on the television show `` Saturday Night Live '' ?	2
